id,CAR.MAKE,CAR.MAKE.AND.MODEL,CAR.MODEL,Car.Type1,Month,Sales,Sales.Non.Tesla,Sales.Tesla,Year,Year.Month,Year.Month..copy.
1354,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,SEP,22250,,22250,2018,9/1/2018,9
1355,TESLA,TESLA MODEL S, MODEL S,Fully Electric,SEP,3750,,3750,2018,9/1/2018,9
1356,TESLA,TESLA MODEL X, MODEL X,Fully Electric,SEP,3975,,3975,2018,9/1/2018,9
1357,VW,VW E-GOLF, E-GOLF,Fully Electric,SEP,14,14,,2018,9/1/2018,9
1358,SMART,SMART ED, ED,Fully Electric,SEP,98,98,,2018,9/1/2018,9
1359,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JAN,255,255,,2019,1/1/2019,1
1360,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JAN,925,925,,2019,1/1/2019,1
1361,FIAT,FIAT 500E, 500E,Fully Electric,JAN,72,72,,2019,1/1/2019,1
1362,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,JAN,78,78,,2019,1/1/2019,1
1363,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,JAN,34,34,,2019,1/1/2019,1
1364,HYUNDAI,HYUNDAI KONA ELECTRIC, KONA ELECTRIC,Fully Electric,JAN,0,0,,2019,1/1/2019,1
1365,JAGUAR,JAGUAR I-PACE, I-PACE,Fully Electric,JAN,210,210,,2019,1/1/2019,1
1366,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JAN,0,0,,2019,1/1/2019,1
1367,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JAN,1,1,,2019,1/1/2019,1
1368,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JAN,717,717,,2019,1/1/2019,1
1369,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,JAN,6500,,6500,2019,1/1/2019,1
1370,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JAN,725,,725,2019,1/1/2019,1
1371,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JAN,775,,775,2019,1/1/2019,1
1372,VOLKSWAGEN,VOLKSWAGEN E-GOLF, E-GOLF,Fully Electric,JAN,164,164,,2019,1/1/2019,1
1373,SMART,SMART ED, ED,Fully Electric,JAN,83,83,,2019,1/1/2019,1
1374,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,MAR,359,359,,2019,3/1/2019,3
1375,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,MAR,2166,2166,,2019,3/1/2019,3
1376,FIAT,FIAT 500E, 500E,Fully Electric,MAR,33,33,,2019,3/1/2019,3
1377,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,MAR,92,92,,2019,3/1/2019,3
1378,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,MAR,28,28,,2019,3/1/2019,3
1379,HYUNDAI,HYUNDAI KONA ELECTRIC, KONA ELECTRIC,Fully Electric,MAR,127,127,,2019,3/1/2019,3
1380,JAGUAR,JAGUAR I-PACE, I-PACE,Fully Electric,MAR,179,179,,2019,3/1/2019,3
1381,KIA,KIA SOUL EV, SOUL EV,Fully Electric,MAR,2,2,,2019,3/1/2019,3
1382,MERCEDES,MERCEDES B250E, B250E,Fully Electric,MAR,0,0,,2019,3/1/2019,3
1383,NISSAN,NISSAN LEAF, LEAF,Fully Electric,MAR,1314,1314,,2019,3/1/2019,3
1384,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,MAR,10175,,10175,2019,3/1/2019,3
1385,TESLA,TESLA MODEL S, MODEL S,Fully Electric,MAR,2275,,2275,2019,3/1/2019,3
1386,TESLA,TESLA MODEL X, MODEL X,Fully Electric,MAR,2175,,2175,2019,3/1/2019,3
1387,VOLKSWAGEN,VOLKSWAGEN E-GOLF, E-GOLF,Fully Electric,MAR,581,581,,2019,3/1/2019,3
1388,SMART,SMART ED, ED,Fully Electric,MAR,90,90,,2019,3/1/2019,3
1389,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,125,125,,2011,7/1/2011,7
1390,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,561,561,,2011,6/1/2011,6
1391,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,608,608,,2011,3/1/2011,3
1392,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,481,481,,2011,5/1/2011,5
1393,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,1139,1139,,2011,11/1/2011,11
1394,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,1108,1108,,2011,10/1/2011,10
1395,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,723,723,,2011,9/1/2011,9
1396,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,1849,1849,,2012,7/1/2012,7
1397,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,688,688,,2012,7/1/2012,7
1398,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,1760,1760,,2012,6/1/2012,6
1399,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,695,695,,2012,6/1/2012,6
1400,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,2289,2289,,2012,3/1/2012,3
1401,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,891,891,,2012,3/1/2012,3
1402,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1680,1680,,2012,5/1/2012,5
1403,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,1086,1086,,2012,5/1/2012,5
1404,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,1519,1519,,2012,11/1/2012,11
1405,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,NOV,1259,1259,,2012,11/1/2012,11
1406,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,1766,1766,,2012,11/1/2012,11
1407,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,NOV,32,32,,2012,11/1/2012,11
1408,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,2961,2961,,2012,10/1/2012,10
1409,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,OCT,144,144,,2012,10/1/2012,10
1410,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,OCT,1889,1889,,2012,10/1/2012,10
1411,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,OCT,47,47,,2012,10/1/2012,10
1412,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,2851,2851,,2012,9/1/2012,9
1413,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,SEP,1652,1652,,2012,9/1/2012,9
1414,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,SEP,61,61,,2012,9/1/2012,9
1415,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUL,0,0,,2013,7/1/2013,7
1416,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,1788,1788,,2013,7/1/2013,7
1417,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUL,433,433,,2013,7/1/2013,7
1418,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUL,407,407,,2013,7/1/2013,7
1419,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JUL,54,54,,2013,7/1/2013,7
1420,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUL,0,0,,2013,7/1/2013,7
1421,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,817,817,,2013,7/1/2013,7
1422,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,JUL,109,109,,2013,7/1/2013,7
1423,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUN,0,0,,2013,6/1/2013,6
1424,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,2698,2698,,2013,6/1/2013,6
1425,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUN,455,455,,2013,6/1/2013,6
1426,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUN,390,390,,2013,6/1/2013,6
1427,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JUN,42,42,,2013,6/1/2013,6
1428,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUN,0,0,,2013,6/1/2013,6
1429,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,584,584,,2013,6/1/2013,6
1430,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,JUN,44,44,,2013,6/1/2013,6
1431,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAR,0,0,,2013,3/1/2013,3
1432,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,1478,1478,,2013,3/1/2013,3
1433,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAR,494,494,,2013,3/1/2013,3
1434,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAR,295,295,,2013,3/1/2013,3
1435,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,MAR,26,26,,2013,3/1/2013,3
1436,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAR,0,0,,2013,3/1/2013,3
1437,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,786,786,,2013,3/1/2013,3
1438,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,MAR,133,133,,2013,3/1/2013,3
1439,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAY,0,0,,2013,5/1/2013,5
1440,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1607,1607,,2013,5/1/2013,5
1441,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAY,450,450,,2013,5/1/2013,5
1442,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAY,416,416,,2013,5/1/2013,5
1443,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,MAY,58,58,,2013,5/1/2013,5
1444,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAY,0,0,,2013,5/1/2013,5
1445,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,678,678,,2013,5/1/2013,5
1446,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,MAY,84,84,,2013,5/1/2013,5
1447,CADILLAC,CADILLAC ELR, ELR,Hybrid,NOV,0,0,,2013,11/1/2013,11
1448,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,1920,1920,,2013,11/1/2013,11
1449,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,NOV,941,941,,2013,11/1/2013,11
1450,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,NOV,870,870,,2013,11/1/2013,11
1451,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,NOV,68,68,,2013,11/1/2013,11
1452,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,NOV,4,4,,2013,11/1/2013,11
1453,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,1100,1100,,2013,11/1/2013,11
1454,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,NOV,62,62,,2013,11/1/2013,11
1455,CADILLAC,CADILLAC ELR, ELR,Hybrid,OCT,0,0,,2013,10/1/2013,10
1456,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,2022,2022,,2013,10/1/2013,10
1457,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,OCT,1092,1092,,2013,10/1/2013,10
1458,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,OCT,1087,1087,,2013,10/1/2013,10
1459,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,OCT,71,71,,2013,10/1/2013,10
1460,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,OCT,35,35,,2013,10/1/2013,10
1461,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,OCT,2095,2095,,2013,10/1/2013,10
1462,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,OCT,91,91,,2013,10/1/2013,10
1463,CADILLAC,CADILLAC ELR, ELR,Hybrid,SEP,0,0,,2013,9/1/2013,9
1464,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,1766,1766,,2013,9/1/2013,9
1465,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,SEP,758,758,,2013,9/1/2013,9
1466,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,SEP,750,750,,2013,9/1/2013,9
1467,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,SEP,51,51,,2013,9/1/2013,9
1468,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,SEP,0,0,,2013,9/1/2013,9
1469,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,SEP,1152,1152,,2013,9/1/2013,9
1470,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,SEP,167,167,,2013,9/1/2013,9
1471,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JAN,27,27,,2014,1/1/2014,1
1472,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUL,188,188,,2014,7/1/2014,7
1473,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,2020,2020,,2014,7/1/2014,7
1474,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUL,1226,1226,,2014,7/1/2014,7
1475,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUL,831,831,,2014,7/1/2014,7
1476,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JUL,41,41,,2014,7/1/2014,7
1477,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,JUL,41,41,,2014,7/1/2014,7
1478,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUL,63,63,,2014,7/1/2014,7
1479,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,1371,1371,,2014,7/1/2014,7
1480,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,JUL,68,68,,2014,7/1/2014,7
1481,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUN,97,97,,2014,6/1/2014,6
1482,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,1777,1777,,2014,6/1/2014,6
1483,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUN,1939,1939,,2014,6/1/2014,6
1484,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUN,988,988,,2014,6/1/2014,6
1485,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JUN,28,28,,2014,6/1/2014,6
1486,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUN,111,111,,2014,6/1/2014,6
1487,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,1571,1571,,2014,6/1/2014,6
1488,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,JUN,91,91,,2014,6/1/2014,6
1489,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAR,81,81,,2014,3/1/2014,3
1490,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,1478,1478,,2014,3/1/2014,3
1491,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAR,899,899,,2014,3/1/2014,3
1492,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAR,610,610,,2014,3/1/2014,3
1493,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,MAR,18,18,,2014,3/1/2014,3
1494,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAR,56,56,,2014,3/1/2014,3
1495,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,1452,1452,,2014,3/1/2014,3
1496,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,MAR,73,73,,2014,3/1/2014,3
1497,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAY,52,52,,2014,5/1/2014,5
1498,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1684,1684,,2014,5/1/2014,5
1499,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAY,1342,1342,,2014,5/1/2014,5
1500,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAY,782,782,,2014,5/1/2014,5
1501,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,MAY,46,46,,2014,5/1/2014,5
1502,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAY,53,53,,2014,5/1/2014,5
1503,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,2692,2692,,2014,5/1/2014,5
1504,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,MAY,149,149,,2014,5/1/2014,5
1505,BMW,BMW I8, I8,Hybrid,NOV,126,126,,2014,11/1/2014,11
1506,CADILLAC,CADILLAC ELR, ELR,Hybrid,NOV,155,155,,2014,11/1/2014,11
1507,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,NOV,1336,1336,,2014,11/1/2014,11
1508,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,NOV,752,752,,2014,11/1/2014,11
1509,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,NOV,644,644,,2014,11/1/2014,11
1510,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,NOV,43,43,,2014,11/1/2014,11
1511,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,NOV,193,193,,2014,11/1/2014,11
1512,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,NOV,45,45,,2014,11/1/2014,11
1513,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,NOV,57,57,,2014,11/1/2014,11
1514,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,NOV,451,451,,2014,11/1/2014,11
1515,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,NOV,83,83,,2014,11/1/2014,11
1516,BMW,BMW I8, I8,Hybrid,OCT,204,204,,2014,10/1/2014,10
1517,CADILLAC,CADILLAC ELR, ELR,Hybrid,OCT,152,152,,2014,10/1/2014,10
1518,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,OCT,1439,1439,,2014,10/1/2014,10
1519,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,OCT,686,686,,2014,10/1/2014,10
1520,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,OCT,644,644,,2014,10/1/2014,10
1521,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,OCT,34,34,,2014,10/1/2014,10
1522,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,OCT,98,98,,2014,10/1/2014,10
1523,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,OCT,97,97,,2014,10/1/2014,10
1524,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,OCT,479,479,,2014,10/1/2014,10
1525,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,OCT,97,97,,2014,10/1/2014,10
1526,BMW,BMW I8, I8,Hybrid,SEP,58,58,,2014,9/1/2014,9
1527,CADILLAC,CADILLAC ELR, ELR,Hybrid,SEP,111,111,,2014,9/1/2014,9
1528,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,SEP,1394,1394,,2014,9/1/2014,9
1529,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,SEP,640,640,,2014,9/1/2014,9
1530,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,SEP,677,677,,2014,9/1/2014,9
1531,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,SEP,42,42,,2014,9/1/2014,9
1532,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,SEP,65,65,,2014,9/1/2014,9
1533,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,SEP,82,82,,2014,9/1/2014,9
1534,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,SEP,353,353,,2014,9/1/2014,9
1535,TOYOTA,TOYOTA RAV4 EV, RAV4 EV,Hybrid,SEP,125,125,,2014,9/1/2014,9
1536,BMW,BMW I8, I8,Hybrid,JAN,85,85,,2015,1/1/2015,1
1537,CADILLAC,CADILLAC ELR, ELR,Hybrid,JAN,92,92,,2015,1/1/2015,1
1538,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JAN,542,542,,2015,1/1/2015,1
1539,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JAN,395,395,,2015,1/1/2015,1
1540,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JAN,426,426,,2015,1/1/2015,1
1541,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JAN,28,28,,2015,1/1/2015,1
1542,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,JAN,240,240,,2015,1/1/2015,1
1543,OTHER,OTHER,,Hybrid,JAN,17,17,,2015,1/1/2015,1
1544,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,JAN,34,34,,2015,1/1/2015,1
1545,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JAN,66,66,,2015,1/1/2015,1
1546,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JAN,61,61,,2015,1/1/2015,1
1547,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JAN,401,401,,2015,1/1/2015,1
1548,BMW,BMW I8, I8,Hybrid,JUL,217,217,,2015,7/1/2015,7
1549,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUL,66,66,,2015,7/1/2015,7
1550,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUL,1313,1313,,2015,7/1/2015,7
1551,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUL,693,693,,2015,7/1/2015,7
1552,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUL,852,852,,2015,7/1/2015,7
1553,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JUL,1,1,,2015,7/1/2015,7
1554,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,JUL,196,196,,2015,7/1/2015,7
1555,OTHER,OTHER,,Hybrid,JUL,0,0,,2015,7/1/2015,7
1556,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,JUL,40,40,,2015,7/1/2015,7
1557,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUL,77,77,,2015,7/1/2015,7
1558,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUL,23,23,,2015,7/1/2015,7
1559,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUL,584,584,,2015,7/1/2015,7
1560,BMW,BMW I8, I8,Hybrid,JUN,137,137,,2015,6/1/2015,6
1561,CADILLAC,CADILLAC ELR, ELR,Hybrid,JUN,62,62,,2015,6/1/2015,6
1562,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,JUN,1225,1225,,2015,6/1/2015,6
1563,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,JUN,667,667,,2015,6/1/2015,6
1564,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,JUN,727,727,,2015,6/1/2015,6
1565,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,JUN,4,4,,2015,6/1/2015,6
1566,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,JUN,242,242,,2015,6/1/2015,6
1567,OTHER,OTHER,,Hybrid,JUN,0,0,,2015,6/1/2015,6
1568,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,JUN,29,29,,2015,6/1/2015,6
1569,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,JUN,88,88,,2015,6/1/2015,6
1570,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,JUN,34,34,,2015,6/1/2015,6
1571,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,JUN,464,464,,2015,6/1/2015,6
1572,BMW,BMW I8, I8,Hybrid,MAR,143,143,,2015,3/1/2015,3
1573,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAR,92,92,,2015,3/1/2015,3
1574,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAR,639,639,,2015,3/1/2015,3
1575,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAR,715,715,,2015,3/1/2015,3
1576,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAR,837,837,,2015,3/1/2015,3
1577,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,MAR,5,5,,2015,3/1/2015,3
1578,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,MAR,145,145,,2015,3/1/2015,3
1579,OTHER,OTHER,,Hybrid,MAR,5,5,,2015,3/1/2015,3
1580,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,MAR,10,10,,2015,3/1/2015,3
1581,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAR,72,72,,2015,3/1/2015,3
1582,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAR,44,44,,2015,3/1/2015,3
1583,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAR,473,473,,2015,3/1/2015,3
1584,BMW,BMW I8, I8,Hybrid,MAY,117,117,,2015,5/1/2015,5
1585,CADILLAC,CADILLAC ELR, ELR,Hybrid,MAY,116,116,,2015,5/1/2015,5
1586,CHEVROLET,CHEVROLET VOLT, VOLT,Hybrid,MAY,1618,1618,,2015,5/1/2015,5
1587,FORD,FORD C-MAX ENERGI, C-MAX ENERGI,Hybrid,MAY,715,715,,2015,5/1/2015,5
1588,FORD,FORD FUSION ENERGI, FUSION ENERGI,Hybrid,MAY,986,986,,2015,5/1/2015,5
1589,HONDA,HONDA ACCORD PHV, ACCORD PHV,Hybrid,MAY,5,5,,2015,5/1/2015,5
1590,MERCEDES,MERCEDES B-CLASS ED, B-CLASS ED,Hybrid,MAY,278,278,,2015,5/1/2015,5
1591,OTHER,OTHER,,Hybrid,MAY,4,4,,2015,5/1/2015,5
1592,PORSCHE,PORSCHE 918 SPYDER, 918 SPYDER,Hybrid,MAY,20,20,,2015,5/1/2015,5
1593,PORSCHE,PORSCHE CAYENNE S-E, CAYENNE S-E,Hybrid,MAY,105,105,,2015,5/1/2015,5
1594,PORSCHE,PORSCHE PANAMERA S-E, PANAMERA S-E,Hybrid,MAY,21,21,,2015,5/1/2015,5
1595,TOYOTA,TOYOTA PRIUS PRIME, PRIUS PRIME,Hybrid,MAY,727,727,,2015,5/1/2015,5
